,min,Q1,median,Q3,max,ori_mean,filtered_mean
AKAP8L,2.028569152196771,4.887890756737519,5.210231674228475,5.619486370459925,7.825912798784975,5.245506957815596,5.24590404913586
AKR7A2,1.925999418556223,4.767114539359425,5.202806886343671,5.643856189774724,7.372865060112588,5.174309293592274,5.1796112908422565
AKT1,3.3103401206121505,6.129591238056013,6.596189563488355,7.034743496462943,8.538266546375704,6.563308564820146,6.571874958799669
ALAS1,1.38404980679516,4.80464689652337,5.23093205733851,5.665193751733506,8.589651146514786,5.249336496925448,5.244845090298183
ALDH7A1,0.0,4.490079028241066,5.706391291826556,6.308065861450363,10.1093083171837,4.912989240020353,5.786168649307299
ALDOA,7.316869805064333,9.480673389745114,9.890735463827003,10.394301668002752,11.952668455489365,9.927180352193185,9.93123425793821
ALDOC,0.0976107966264223,2.1786608365198954,3.897232302612073,4.992877855049194,8.10763556648692,3.6549321584840304,3.6549321584840304
AMDHD2,0.8237493603082727,3.642412686146806,4.159062596211382,4.6195591786180135,6.654636028527968,4.099961975919055,4.124464577322966
ANKRD10,2.8318772411916733,5.092016164970915,5.72137172657111,6.380201055894645,8.712974011884572,5.750346352880614,5.75028308848618
ANO10,0.0976107966264223,2.979567882599463,3.6170628647557557,4.167115523234655,6.256255873202732,3.5104876030187095,3.6094558006450668
ANXA7,3.631104282365877,5.665974758617291,6.078417697698102,6.493454534985978,8.125413470483315,6.058829726374001,6.059051130139454
APBB2,0.0840642647884745,2.853991499620098,3.6758159311722696,4.509374048589058,7.133501877815012,3.6093892809417807,3.6093892809417807
APOE,0.1763227726404629,1.0,1.944858445807539,4.113530935134585,10.875442198972465,2.863674419244346,2.6763261972250407
APP,0.0,7.602583647846028,8.283805950197618,8.8035578051416,10.677014856555722,7.689398016959937,8.334842467753719
APPBP2,1.1243281350022014,3.1973135510784827,3.667891678697217,4.148120631123964,7.43987242967666,3.6760532864185085,3.6788740369903383
ARFIP2,0.2750070474998698,5.067810591342052,5.3745173675957725,5.8164073650513295,7.864248061567698,5.424683716562075,5.416598720657758
ARHGAP1,2.4828482830684653,4.448900497176433,4.83010297532728,5.275377291131456,6.57243496598233,4.836983675349538,4.843610497544059
ARHGEF12,0.0840642647884745,3.8554911847754587,4.496334513417112,5.000112376164208,7.53403046657407,4.273599787646389,4.45484164042229
ARHGEF2,2.0250287944915226,4.742140815479197,5.497930768816104,6.170776338420509,8.517866195315195,5.449414028321837,5.458937367479923
ARID4B,0.7136958148433591,3.4282647067714103,3.7818841392260163,4.186853769728408,6.039138393906958,3.8000993499160787,3.8106534277605477
ARID5B,0.0285691521967709,1.5197918394266385,2.5397658586599023,3.277982450481864,6.004726093589011,2.4433905236710953,2.4433905236710953
ARL4C,0.0,2.047884160145574,3.4944104989870137,4.902536489569528,8.087303711698082,3.4650775576041086,3.4650775576041086
ARNT2,0.0,0.1634987322828795,1.1243281350022014,3.1143641438219407,6.3995129241829645,1.7078537762228143,1.7078537762228143
ARPP19,0.5360529002402097,5.372342336548975,5.752480905175428,6.139192971717655,8.03705270164513,5.747044165412947,5.76101267561158
ASAH1,2.799087306074004,5.207795015777152,5.811342436769445,6.430284226455496,9.633776294053412,5.881816544988562,5.84444618243393
ASCC3,1.298658315564515,3.6797612439111713,4.058749347401258,4.418019792660077,7.047560200025687,4.048806218654389,4.0576181007486225
ATF1,1.7949356628035362,3.9095330550411167,4.243743978600711,4.573495715495609,6.11582397743624,4.239491870091591,4.240594985276308
ATF5,2.137503523749935,4.304145802527883,4.985494608455458,5.7587085127536515,10.300123724569014,5.184838810497166,4.998943656843685
ATF6,1.1826922975161902,4.244505194771323,4.617356513251749,5.0639341124235235,6.707635219545296,4.636408149062124,4.649752967457344
ATG3,2.8972404255747994,5.349255163517949,5.665193709711398,6.0055121549047,7.923684029215608,5.657605971241497,5.6609463411523
ATMIN,1.9411063109464315,3.7178134115716226,4.094236069845765,4.49024910355466,6.812754909800194,4.131524652678491,4.116832028105739
ATP11B,0.137503523749935,3.868884273028773,4.322288318015586,4.775181813693799,7.121119039123897,4.2593291902776516,4.30964860560014
ATP1B1,0.1634987322828795,4.078096663837956,5.702241900901482,6.7007161536945015,10.44377239276374,5.231243404558857,5.231243404558857
ATP2C1,2.908812907739547,5.305149044267885,5.71231014415779,6.127838008800287,8.301176068650701,5.694599704080757,5.71831944109178
ATP6V0B,4.964860664245848,6.705355871593256,7.150192004052979,7.613181395525584,9.757956641362904,7.179591798279335,7.162800181452437
ATP6V1D,2.9011082430145123,5.196525782259886,5.6859368549750915,6.183288001209558,7.650764559116903,5.660157834181817,5.674565268290968
AURKA,3.279471295644468,5.956113481350192,6.41903293918398,6.937457442769904,8.737821940144173,6.387901764725602,6.4289249466044085
AURKB,3.18269229751619,6.049031324908903,6.609474037534293,7.0884435415377345,9.230356745056149,6.537855124252818,6.569758820114884
AXIN1,0.0565835283663675,3.7865952244525545,4.224966158718246,4.594390911550455,6.115615931428109,4.1647339002078425,4.187223296438845
B4GAT1,0.7739963251111731,3.4276061727818994,4.104755438662728,4.820689289716773,7.49968646445849,4.110860161549314,4.110785716754942
BACE2,0.0,1.879705766282288,4.37049075600197,5.511088397034246,8.566701012229842,3.811746738036169,3.811746738036169
BAD,2.37851162325373,5.217132103740951,5.734845020961796,6.242257837087533,8.40637509944928,5.708091315700872,5.72422849353199
BAG3,0.0426443374084937,3.8477463516576056,4.700709426076314,5.339404583667617,7.63568184847242,4.444620996877005,4.6125944189157
BAMBI,0.0,1.313166358112562,3.054847432412965,4.739847799745576,9.542683674891023,3.1902354320858772,3.1902354320858772
BAX,3.297191416565856,6.705078790495501,7.253325861871161,7.77922606709951,9.633358550637103,7.24131474300603,7.267583080191067
BCL2,0.0285691521967709,0.5753123306874368,1.3219280948873624,2.6188255943095604,8.315783574589462,1.8636421596590007,1.7262421991520285
BCL7B,2.807354922057604,5.0403445107241875,5.476867461621426,5.831622270683285,7.127530108485376,5.438602547266972,5.452902028618456
BDH1,0.0565835283663675,3.3074085724263655,4.49024831809173,5.356934729201103,7.221877081077034,4.1451777576584465,4.1451777576584465
BECN1,2.927896453728821,5.54279448766065,5.876885200220803,6.175372719967513,7.558037984776994,5.842183232275427,5.857687446310805
BHLHE40,0.0426443374084937,3.465310392912238,4.918862527800556,5.89947776810067,8.96341632253491,4.611300036158803,4.611300036158803
BID,0.5849625007211562,4.796364120621045,5.411931749552204,5.893110676453102,7.501996370055376,5.286604574673298,5.380576541373604
BIRC2,1.726831217032493,4.179111415249544,4.6962660467843325,5.238977540546937,8.312701472795798,4.745224442377093,4.710283391881758
BIRC5,2.077242998932461,5.720483685012162,6.234194672038861,6.689473893723101,8.312338439316054,6.1520821729025625,6.2081911383116894
BLCAP,3.1176950426697547,5.085338917755674,5.6400998338177875,6.265802273224492,9.148527425160465,5.722982138961846,5.689830033619407
BLMH,0.1243281350022017,4.472646902554195,5.166513477961261,5.824191972706733,8.06010144047497,5.060927453816592,5.185616934902006
BLVRA,0.0,4.710117553058726,5.552898940127203,6.197364147632268,7.9645141540866495,5.192035882693253,5.532250293266682
BMP4,0.0,0.3673710656485294,1.6322607092427637,3.9493335259532154,10.211523317091372,2.4431709258675562,2.4320574031333297
BNIP3,0.137503523749935,3.6834136958066472,4.7655323088469626,5.647098171270995,8.754820709180244,4.478241059584936,4.557794187202047
BNIP3L,0.1110313123887439,4.380238464036738,5.044393059526607,5.654697798469476,8.434920072835062,4.99082614660406,4.992883024695728
BPHL,1.3219280948873624,3.2090594341932865,3.73768635605722,4.191009686477959,5.978882028096418,3.706707812547051,3.7200142542440595
BRCA1,1.454175893185802,4.07360599285756,4.582551479512148,5.03595314125759,6.645009884391095,4.507245250038542,4.548533249507146
BTK,0.0,0.070389327891398,0.1634987322828795,0.4329594072761063,8.219991299748603,0.9241631533615469,0.1907293784330638
BUB1B,2.0806576633452254,5.131234767167811,5.684818628509003,6.0750511978865935,7.889230152392887,5.586628634643473,5.642757968208687
BZW2,0.0,6.117278741017989,6.567727891157377,6.998054331609447,9.321883009962878,6.493673877045436,6.544920872018433
C2CD2,0.0,2.339137384919585,3.1001344639950803,3.716441923900833,7.488000770834068,2.9724588397383074,2.9915546005131795
C2CD2L,0.3219280948873623,2.5801454844233804,3.0832131171729737,3.6167685580865268,6.391458420049668,3.100995654305048,3.0928556998276506
C2CD5,1.9818526532897407,3.579841518048442,3.9895896830104842,4.527162947423918,6.637494325206311,4.063850907341991,4.040742899110662
C5,0.0285691521967709,0.7026524266197396,1.3305555489506193,2.028569152196771,7.360188670062712,1.4892270161168897,1.4066394570427612
CAB39,1.0772429989324606,4.602142067766094,5.027242468140438,5.487837860609679,7.147713722352154,5.03331738785113,5.03761118164804
CALM3,4.111865963867557,7.467524011948836,7.986123770100534,8.464310866302421,9.873521013186531,7.916950324774655,7.941392119404549
CALU,2.19534759832222,6.119356132254984,7.0379859122992325,8.00698517066476,11.484520832976004,7.131686147070741,7.1388274716740465
CAMSAP2,0.0285691521967709,3.180306361114309,3.847996558682798,4.306335022036352,6.386293635150991,3.5947230843559477,3.8077841755193385
CANT1,1.516015147003665,4.923741666058716,5.445759719015004,5.982993088160697,8.112543762818662,5.45675687077303,5.4622777892541166
CAPN1,2.765534746362977,5.744093007786943,6.325800067013483,6.930484641565613,9.160451324829522,6.391474246887836,6.3980211760604115
CARMIL1,0.0285691521967709,2.4422782015014977,3.1961346660712744,3.808640747876594,6.084914659767938,2.9919062330147543,3.1181503934797816
CASC3,2.2265085298086795,5.100557036878059,5.504937991722593,5.905808032956267,9.583496519000336,5.504192928101265,5.492731594069449
CASK,0.0565835283663675,3.4376230930961604,4.1139489786573336,4.77333688577106,6.440786132413236,4.035420306037437,4.118946674131225
CASP10,0.0,0.46204517354903374,1.6158697967978504,2.403267722339301,5.683415747030431,1.6151372994938362,1.6151372994938362
CASP2,1.495695162624069,3.869377670631448,4.352617298958503,4.884964025328948,6.663059923747817,4.362458776354158,4.366794114441793
CASP3,2.056583528366368,4.058749217454745,4.563147675072322,5.026799245509837,7.262752601937812,4.567133404560861,4.563706195145288
CASP7,0.0426443374084937,3.460742563789644,3.952799402692265,4.540863991664697,6.497133303671109,3.9303641599405554,3.983259080459048
CAST,0.6135316529179271,5.370684843232686,6.339848672551893,6.900504579655402,9.196946316064569,6.060190397365198,6.134569579702961
CAT,0.0565835283663675,4.356143810225276,4.910972272335809,5.555431995481527,9.490209090629838,4.960879371277546,4.924322171124843
CBLB,0.070389327891398,2.0591814198440463,2.698216765625496,3.3652720906340243,6.02436400911417,2.7631079790820183,2.749529083046479
CBR1,0.0,5.5481279279754405,6.449891388060536,7.016974222358108,9.357508019342667,5.854219526152131,6.434728359719106
CBR3,0.0,1.5728835419791338,3.022360983670489,4.121843584471575,6.764473550992666,2.8671684906889974,2.8671684906889974
CCDC85B,0.7311832415722002,4.89869109889891,5.713419601004498,6.45446379528908,8.245410093437052,5.555751726314271,5.678580961276377
CCDC86,1.1043366598147355,4.698496240045392,5.219938707539846,5.6789156687702,7.786792366923496,5.194021458035177,5.2062460405461986
CCDC92,0.0565835283663675,2.9288431029280035,3.753818443173543,4.5022329845536495,7.069100631922826,3.6522651970793025,3.667327881172219
CCL2,0.0,0.1243281350022017,0.5109530383668109,3.148519018933121,10.438479997180378,1.8755062030013259,1.5010081319313184
CCNA1,0.0,0.0426443374084937,0.3219280948873623,1.738756941223412,8.630194305773731,1.1885921743793926,0.7900696552451375
CCNA2,2.0,4.988571070844238,5.470536865092583,5.930204280010201,7.471187460386985,5.395886712431302,5.454532719939134
CCNB1,4.10936055940423,7.015191747811022,7.517342672504724,7.966202569025559,9.280677989331132,7.447506730705603,7.49063610040747
CCNB2,3.725741156503952,5.878904960691383,6.330736536781812,6.690556756235168,8.036613224057119,6.240132448804525,6.302027243678952
CCND1,0.0426443374084937,4.790380922233336,6.550744684303245,7.579438147724117,12.260772552353531,5.75624890528683,5.852596736509265
CCND3,1.9411063109464315,4.788032670854787,5.427941293587205,6.180903339356123,11.674501257859909,5.619397219452085,5.47009632090794
CCNE2,0.4646682670034443,2.7797847183820537,3.519163215055272,4.212161229981068,7.425509658562735,3.5536701691397568,3.5228385301278364
CCNF,1.0356239097307212,3.539466530158106,4.0544143225916365,4.489928219405183,6.47459828053564,4.00225494805524,4.020894330372143
CCNH,3.396433531250992,4.976821852360685,5.401047886781331,5.823812931820466,7.375995117476828,5.400964384166712,5.403809269829873
CCP110,1.070389327891398,3.0682406689799806,3.561326007048456,4.12370753201377,6.895666157946264,3.636272247663567,3.579818680446826
CD320,0.4005379295837288,5.352245425254615,6.030880708452953,6.649470984782623,8.636805852255575,5.905146892735307,6.00551008643471
CD40,0.0,0.1505596765753814,1.4356261294276267,4.07360370611698,8.10218569315594,2.1782834900752315,2.1782834900752315
CD44,0.0,4.120599162830007,7.3235570912729715,8.58041862703005,12.113416611485944,6.304163303076662,6.304163303076662
CD58,0.137503523749935,3.7009787634762374,4.3398492992378666,4.931210042427697,7.385776138269413,4.253346499272287,4.3055483481355035
CDC20,2.7224660244710908,6.455609191538342,6.994862523531571,7.5045607982505285,9.46016917185669,6.921197611455412,6.961542685437736
CDC25A,0.3895668117627256,2.9537252043443796,3.6650515022155314,4.278913983615321,5.8671551631075145,3.6173440793320033,3.626271858263211
CDC25B,2.823749360308273,5.142821670678624,5.750740422485826,6.382277935495094,8.110613805500897,5.745186001062612,5.761466862252496
CDC42,5.160678213220501,7.049902912692509,7.388877681401426,7.726184062770017,9.027048969146364,7.360826849254616,7.368428243701821
CDC45,1.3103401206121503,4.776761119082958,5.337532607073813,5.860776611626793,8.128819218996016,5.279203890525149,5.3085809630797804
CDCA4,2.543495883425772,4.394205399764655,4.889229639041368,5.36972641914472,6.875165705847226,4.846150980917633,4.858789601299974
CDH3,0.0,0.3103401206121505,1.3159595670737159,5.212457154373609,9.784160412044496,2.705261344861301,2.705261344861301
CDK1,3.350497247084133,5.90243418791266,6.388447668184197,6.844015066277615,9.613421148146635,6.335021927676493,6.365301525869234
CDK19,0.8237493603082727,2.646162657157894,3.2071100581417813,3.8379432418910273,6.111448698487674,3.2609371261433364,3.249054711842927
CDK2,2.2448870591235344,5.318493500382007,5.850873977197421,6.41138364692603,10.211036536811465,5.867540763852175,5.834520641447445
CDK4,3.690417095532466,7.120160084454724,7.544345365481807,7.924172775288622,12.020077104228127,7.530065306130323,7.50358139462009
CDK5R1,0.1634987322828795,1.2000622954577926,1.6644828403646823,2.344828496997441,6.227086416874644,1.916537054880423,1.7418477946051436
CDK6,0.0426443374084937,2.900133499296204,3.7489969522441546,4.578183754851786,9.279703430520977,3.6542156522004086,3.629124087315034
CDK7,2.957914598632985,4.834900368562187,5.228048226274666,5.680675979831867,8.005006921075326,5.2694624649632225,5.259586418072326
CDKN1A,0.1505596765753814,3.849998217778748,5.235148035227082,6.412950101270602,9.328674927327947,5.091047925151408,5.091047925151408
CDKN1B,0.765534746362977,4.485265128568868,4.9777371953742735,5.554742297227802,7.920531506277904,5.042431596178041,5.04585966927575
CDKN2A,0.0,0.4905425927052473,4.952794664593016,6.93881951033142,9.667022812714263,4.187963511530417,4.187963511530417
CEBPA,0.0,0.3219280948873623,1.3247387527658678,2.536664603437207,8.55777001440789,1.7187160126778998,1.5571899842185073
CEBPD,0.0,1.8307764497258812,3.0574500119785952,4.082778524510647,7.308156975114762,2.955399321809999,2.955399321809999
CEBPZ,2.990954860396993,5.030225696194053,5.399000138132225,5.7419385875370885,7.4046306842176115,5.398238477010929,5.396545206481145
CENPE,0.5160151470036647,2.9083323297067896,3.424250129596243,3.8877688869347216,5.692371399708664,3.3821950204313285,3.4036135437761006
CEP57,1.7570232465074596,4.506207445630018,4.992541698962631,5.4633604413977555,7.107060110203349,4.9793904768029,4.987447821753628
CERK,0.01435529297707,3.6641982851150323,4.308156975114762,4.986524371720746,7.648681140873404,4.258266828296375,4.314261455651759
CETN3,0.2016338611696504,4.811984444961467,5.236301254135467,5.601845033576003,7.252192340122386,5.210917395870634,5.2154859444163435
CFLAR,0.01435529297707,4.072534408531779,4.754885028402298,5.495454210934186,8.744833837499545,4.7842924351874,4.811650542059957
CGRRF1,0.9708536543404837,2.828324509960586,3.2257374474044767,3.6513384236138178,5.380244590478185,3.2355245079113337,3.230249729995611
CHAC1,0.0,2.1787139808637486,3.057443767023126,4.137093434287048,7.330916878114617,3.2389039695878967,3.2389039695878967
CHEK1,1.1763227726404628,4.448405179575353,5.0208124658547675,5.517826520483995,7.559185865787734,4.947002671593888,4.969269351232388
CHEK2,1.6735564239901446,3.891419186846079,4.409729994607688,4.845740867199422,6.181897643108388,4.369655289757675,4.379736342595776
CHERP,1.8559896973084808,4.567119391646839,4.955591716836884,5.393433354579801,6.7489978500981485,4.962091261021709,4.972316882069483
CHIC2,1.6415460290875237,3.2086574375931867,3.671292928049065,4.183881986643975,7.743016713843462,3.721337014857203,3.6855919941618422
CHMP4A,0.9107326619029126,5.5875898731336076,5.9693560807417,6.3525290175347795,7.473462236235279,5.923146678318742,5.970129233709679
CHMP6,0.9107326619029126,3.6141205077745715,4.033422396245879,4.5112781610865245,6.011003564432669,4.053799969132303,4.067644316672288
CHN1,0.0,1.1407674946691424,2.878709006440372,4.308336243401481,8.954254482401193,2.8880871133311983,2.8880871133311983
CHP1,2.912649864897204,5.017365192397307,5.396090970394369,5.881297396821131,8.177270028165704,5.434810511798701,5.444596376842589
CIAPIN1,1.9855004303048849,5.221392994592277,5.5818031406550475,5.930559855250934,7.190812367916136,5.568943863480867,5.577361864753108
CIRBP,5.297558281168186,7.3991283574301505,7.9836772443464294,8.537777399858491,11.97229775408641,7.9715731599583215,7.960465791558379
CISD1,2.286881147788161,4.561019703230759,5.019254649494604,5.454833794439257,7.648753032989572,5.013827883577976,5.0175524209198645
CLIC4,0.2016338611696504,5.33207943936158,6.075318549768949,6.9153687048066335,10.293126740271909,6.046150471937258,6.078743336749594
CLPX,1.7355221772965377,4.410408830173886,4.778471410257962,5.124121267356397,6.280399611126526,4.737121721895375,4.759322246927753
CLSTN1,3.2839217723076177,5.5835328020619475,6.090324078757552,6.544461233180969,8.047232996461807,6.039312762763233,6.053299016247768
CLTB,2.192194165283345,5.686640567467107,6.177519202597814,6.730395108719623,9.203739521023046,6.180762084424329,6.182379968611823
CLTC,4.167518503735217,6.375777954013481,6.84906001340099,7.266152199721249,9.06902005019069,6.808717826077204,6.816000872995599
CNDP2,3.6507645591169022,6.019757346785317,6.5699278433721116,7.074516065648613,9.532316959332766,6.5569014109015775,6.5562681524162825
CNOT4,1.15704371014558,2.931683057059806,3.221877081077034,3.5169597318130235,4.549053029337288,3.207196049241445,3.218407448545293
CNPY3,2.817623257511431,5.354028938054387,5.755554217776158,6.136170863732179,8.289788366056516,5.780960211855076,5.765827244456841
COASY,3.849999259466098,5.44028770601988,5.787380127704323,6.125103432955314,7.804066469625514,5.763487593754558,5.777418083396805
COG2,0.8155754288625725,3.6596370670083496,4.0522417190902935,4.453023618339232,5.698774108903683,4.038985469635291,4.051517353342521
COG4,2.713695814843359,4.945794956740061,5.324990557898265,5.682431181568202,6.9941271140031285,5.314064449696116,5.329402104664653
COG7,1.8914191868460783,3.472162693693804,3.8313697870047156,4.14892792969546,5.853995647176394,3.8076826318780306,3.811805183934299
COL1A1,0.0285691521967709,1.3434057189779773,2.7322687910930137,4.371354422315284,13.108606128778014,3.4109091429601737,2.991538745069171
COL4A1,0.0,0.2265085298086797,1.722466024471091,4.934716419126847,10.44377239276374,2.7254112261919206,2.7254112261919206
COPB2,4.130930869826448,6.043077943160336,6.445180423091813,6.829056169024912,8.277519886641358,6.43511607140708,6.4475023277947905
COPS7A,2.9981955031532523,5.33261822534392,5.75114170306821,6.180505943794759,7.893665572003269,5.724684247055193,5.737813670550107
COQ8A,1.0356239097307212,3.195739841686083,3.8782341285319215,4.7938958825488776,7.614489006544419,3.995981426195023,3.9908047343776416
CORO1A,0.2016338611696504,1.8953026213333068,3.1731238870413874,4.881644531234442,10.637168247394603,3.802422319665958,3.6936357099160415
CPNE3,0.411426245726465,4.296088999731354,4.865423638744538,5.355703394862908,7.470455520047826,4.774524253039094,4.822500226157448
CPSF4,1.713695814843359,4.988002453731001,5.384911485204011,5.807740462309937,7.606294160697713,5.3794573338966565,5.384665278367508
CREB1,1.38404980679516,4.046578168422824,4.477353490289186,4.914684090463449,6.127220550488074,4.421883752487912,4.457036565976765
CREG1,0.1634987322828795,4.512068176320829,5.273702356685304,5.992541645669852,9.377839538452186,5.204702521335953,5.240709667476279
CRELD2,2.169925001442312,4.407521236830288,4.996614697121496,5.6286987085532125,8.617173570044088,5.014020945224307,5.004619343916779
CRK,1.835924074254375,4.425089725985243,4.958376024945316,5.3396715846127325,7.555586115191761,4.830736934188885,4.869147636164909
CRKL,2.9011082430145123,4.502075534347588,4.88727988391064,5.30751938604447,9.43993474597639,4.916237483022047,4.8980527449911095
CRTAP,0.2750070474998698,5.482119246201458,6.363171066474534,7.238476322832902,9.19613488076516,6.286560696193386,6.300721124290668
CRYZ,0.3673710656485294,4.306516580938462,4.989590612095156,5.68755060518046,8.101923160619979,4.980992901639756,4.998034410917349
CSK,2.541019153133559,5.024352480947138,5.489446518205016,5.988908437008323,8.952187938154223,5.56692544445053,5.512656561420889
CSNK1A1,4.118525848935668,6.206428325259218,6.593652365063053,6.962606772200452,8.086613947409496,6.564412816562896,6.578992861222312
CSNK1E,2.232660756790275,6.047614203993227,6.5654447838832795,6.9973487848373574,8.438417618010643,6.508409627343778,6.531655531369143
CSNK2A2,0.8718436485093178,4.48639162430476,4.804516399370008,5.159868631654206,7.198690585668918,4.814606444671696,4.830894196771645
CSRP1,0.0,5.48228279203976,6.307064058703945,7.226787029597222,9.550612127561964,6.148167317560796,6.399011212526864
CTNNAL1,1.4329594072761065,4.664048497184557,5.466137573011891,6.193968173873402,8.833143096358336,5.380397731587181,5.395934103879486
CTNND1,0.722466024471091,5.081827594744924,5.843598728579694,6.446380094462592,8.214610544908592,5.459294286800417,5.905193898185491
CTSD,2.7484612330040354,6.64198914766261,7.621355299012581,8.601523062403887,12.059344460824423,7.591903328347865,7.5925608891649565
CTSL,0.0,4.400887655387461,6.002814976136582,7.1239644391369294,11.690085298984672,5.428753052558177,5.428753052558177
CTTN,0.2868811477881615,6.579465467438905,7.25294883823623,7.796297658910641,11.6009814536055,6.774449544425315,7.350080306031756
CXCL2,0.0,0.1763227726404629,1.173095514899535,3.068667741266388,8.639376888638463,1.8937302534988245,1.8402728173409886
CXCR4,0.0,0.2387868595871164,0.9068854660079123,3.4616444162438755,10.170175447591868,2.1478979922804338,1.8967772638823552
CYB561,0.0840642647884745,3.849498671238311,5.068670746617824,5.8717200680720305,9.57309802581963,4.635423245505174,4.884737683909961
CYCS,3.0942360698457656,6.636258095860823,7.181599367102432,7.673785410301727,9.515167598505588,7.142460600483735,7.172194270696967
CYTH1,1.9297909977185967,4.017242196430986,4.518524016449671,5.124416371726044,8.102973004241397,4.615432095300995,4.582344328417287
DAG1,1.2265085298086795,4.590959749328135,5.396775970146787,6.081136704638377,8.851686585733418,5.218437103738953,5.278788749508123
DAXX,2.563158130402808,5.52950823511659,5.9226723382066915,6.3794949363867275,7.672637487408373,5.927422018301952,5.939104150616344
DCK,0.9107326619029126,3.9411063109464313,4.401220215902509,4.900625332536066,8.464055579585697,4.465500876566905,4.384182340984238
DCTD,0.5753123306874368,5.592306387410166,6.069529749423049,6.472568446710911,7.826929765989576,5.981308590113278,6.041284727750413
DCUN1D4,0.2141248053528473,3.793635750002281,4.349789176224579,4.791811536482882,7.226508529808679,4.280070144660894,4.291000594295289
DDB2,2.321928094887362,4.444103104058277,5.053327268611108,5.692998153723173,8.94731549160306,5.067726330301546,5.057954095888692
DDIT4,1.3895668117627256,5.0575996035833555,6.307063874612481,7.391993077261757,10.33505532468718,6.225462308651259,6.225462308651259
DDR1,0.2141248053528473,4.225737034840245,5.658211369610326,6.830544690428924,9.440038600494727,5.293878407196872,5.293878407196872
DDX10,1.5210507369009632,4.217599498471429,4.65334598080265,5.040124989783416,8.625014721533827,4.662660106026915,4.625940179266655
DDX42,3.6959938131099,6.097558055057022,6.40879646063392,6.752914831055821,8.098663781886575,6.407830335948027,6.414012528290012
DECR1,0.0,5.781687342426821,6.354469186125865,6.85863732856203,9.492834596509894,6.224393541550102,6.32141750177515
DENND2D,0.0,0.639226575690521,2.7430836532185734,4.072944246443402,8.090430042321621,2.595186493315432,2.595186493315432
DERA,2.27500704749987,4.649615115387385,5.108733391545179,5.591998236275568,8.622820563739639,5.103674192924096,5.104137972672796
DFFA,2.017921907997262,4.352617298958503,4.774520063032057,5.245362543298823,6.761950079161545,4.777907944061804,4.785771532605938
DFFB,0.070389327891398,2.052241194275822,2.5160151470036647,3.0022522411455377,4.918863237274595,2.549491280692839,2.550033718849466
DHDDS,1.6182386555954549,4.341451811142618,4.755955670747106,5.171727202443514,6.9000214670377815,4.74247803738285,4.746703197939188
DHRS7,0.6599245584023783,5.3539407429787005,5.898812931644189,6.44910685425998,8.972204398309547,5.875562127957216,5.910500315552208
DHX29,0.8237493603082727,3.363162880687689,3.782408564927373,4.178515099139241,5.7414669864011465,3.7603470866822186,3.779840332924164
DLD,2.341985747228616,6.034852953392689,6.5326285228597705,6.969587967121711,8.547087320664728,6.469657828312081,6.492986331258808
DMTF1,2.718087583960517,5.1329852263164835,5.620146489884981,6.100971048926498,8.053980168187652,5.577387580224001,5.598251182948482
DNAJA3,1.8519988371124465,5.2964574073712445,5.692369214559218,6.02967373462642,7.380677507222886,5.64156743950412,5.6594496190501165
DNAJB1,3.3757345385831563,5.574782428960981,6.101397936880929,6.558497240695266,8.045158982123839,6.06617856730178,6.070027557328559
DNAJB2,1.9411063109464315,4.426935151639097,5.089793467534964,5.610727753533624,7.5502080786698,4.992012887315748,5.012303349192737
DNAJB6,4.319039815562536,6.4252578719992135,6.901470314777125,7.328404453765222,8.737382562939349,6.865891084305394,6.879130473224913
DNAJC15,0.0,1.8499615832792788,3.165911715055479,3.9042431668837754,6.946379967510369,2.804830067054494,2.804830067054494
DNM1,0.0,1.5753123306874368,3.16027122121423,4.681444017571923,7.291769299318688,3.1663066409023277,3.1663066409023277
DNM1L,3.3936907641874536,5.168413767841198,5.520735671338729,5.902435036140032,7.94526824414601,5.52342390908668,5.525115809030138
DNMT1,4.182692297516191,6.287296022455018,6.865792316095618,7.392532091652464,10.00828854779105,6.821110884936755,6.831234347405093
DNMT3A,0.0285691521967709,2.448900951145128,3.2690300415281826,4.08257481923035,6.772677470424859,3.2917227131567395,3.2917227131567395
DNTTIP2,1.8914191868460783,4.978530342653576,5.33735425436665,5.672354573097313,7.583158003874408,5.332501671848601,5.333739401705423
DPH2,1.1634987322828796,4.607771394684426,5.019479516561814,5.419197526929594,7.995427985832538,5.012638334369403,5.017766276099989
DRAP1,4.706530552538117,7.055689023894315,7.700266236412238,8.343793662242815,10.11178773580101,7.725882465726558,7.730201996360591
DSG2,0.0,2.2887045272630258,4.8659187297182935,5.971594092056789,7.935577610232616,4.094860137928081,4.094860137928081
DUSP11,2.127633279725874,4.019479482267615,4.307792382342275,4.634302052855694,6.031880365587182,4.3340755301237275,4.32453033902027
DUSP14,1.4059923596758368,3.93239048787391,4.545652101110985,5.16771882195808,7.282532472574964,4.557903569213685,4.562412741187272
DUSP22,0.7311832415722002,3.52543882746806,4.038698950425479,4.644720769717827,9.45674455745123,4.143627935932582,4.081019679636097
DUSP3,0.070389327891398,3.9713134040694937,4.554895481649556,5.086613947409496,7.61970645004589,4.412617233674638,4.52377245507306
DUSP4,0.0,1.0840642647884746,3.0925417759548868,4.8041271291367265,8.775873612351843,3.126714247396532,3.126714247396532
